0.35191583	0.675	1.25
0.4342759	0.51622868	1.25
0.4342759	0.675	0.8169873
0.4342759	0.675	1.25
0.4342759	0.675	1.6830127
0.4342759	0.83377132	1.25
0.56440976	0.46198592	1.25
0.56440976	0.51622868	0.8169873
0.56440976	0.51622868	1.25
0.56440976	0.51622868	1.6830127
0.56440976	0.675	0.6690525
0.56440976	0.675	0.8169873
0.56440976	0.675	1.25
0.56440976	0.675	1.6830127
0.56440976	0.675	1.8309475
0.56440976	0.83377132	0.8169873
0.56440976	0.83377132	1.25
0.56440976	0.83377132	1.6830127
0.56440976	0.88801408	1.25
0.78737526	0.43818751	1.25
0.78737526	0.46198592	0.8169873
0.78737526	0.46198592	1.25
0.78737526	0.46198592	1.6830127
0.78737526	0.51622868	0.6690525
0.78737526	0.51622868	0.8169873
0.78737526	0.51622868	1.25
0.78737526	0.51622868	1.6830127
0.78737526	0.51622868	1.8309475
0.78737526	0.58150521	1.25
0.78737526	0.675	0.60414777
0.78737526	0.675	0.6690525
0.78737526	0.675	0.8169873
0.78737526	0.675	0.99501422
0.78737526	0.675	1.25
0.78737526	0.675	1.5049858
0.78737526	0.675	1.6830127
0.78737526	0.675	1.8309475
0.78737526	0.675	1.8958522
0.78737526	0.76849479	1.25
0.78737526	0.83377132	0.6690525
0.78737526	0.83377132	0.8169873
0.78737526	0.83377132	1.25
0.78737526	0.83377132	1.6830127
0.78737526	0.83377132	1.8309475
0.78737526	0.88801408	0.8169873
0.78737526	0.88801408	1.25
0.78737526	0.88801408	1.6830127
0.78737526	0.91181249	1.25
1.2157465	0.42580054	1.25
1.2157465	0.43818751	0.8169873
1.2157465	0.43818751	1.25
1.2157465	0.43818751	1.6830127
1.2157465	0.46198592	0.6690525
1.2157465	0.46198592	0.8169873
1.2157465	0.46198592	1.25
1.2157465	0.46198592	1.6830127
1.2157465	0.46198592	1.8309475
1.2157465	0.51622868	0.60414777
1.2157465	0.51622868	0.6690525
1.2157465	0.51622868	0.8169873
1.2157465	0.51622868	0.99501422
1.2157465	0.51622868	1.25
1.2157465	0.51622868	1.5049858
1.2157465	0.51622868	1.6830127
1.2157465	0.51622868	1.8309475
1.2157465	0.51622868	1.8958522
1.2157465	0.52692094	1.25
1.2157465	0.58150521	0.8169873
1.2157465	0.58150521	1.25
1.2157465	0.58150521	1.6830127
1.2157465	0.675	0.57036512
1.2157465	0.675	0.60414777
1.2157465	0.675	0.6690525
1.2157465	0.675	0.8169873
1.2157465	0.675	0.84614802
1.2157465	0.675	0.99501422
1.2157465	0.675	1.25
1.2157465	0.675	1.5049858
1.2157465	0.675	1.653852
1.2157465	0.675	1.6830127
1.2157465	0.675	1.8309475
1.2157465	0.675	1.8958522
1.2157465	0.675	1.9296349
1.2157465	0.76849479	0.8169873
1.2157465	0.76849479	1.25
1.2157465	0.76849479	1.6830127
1.2157465	0.82307906	1.25
1.2157465	0.83377132	0.60414777
1.2157465	0.83377132	0.6690525
1.2157465	0.83377132	0.8169873
1.2157465	0.83377132	0.99501422
1.2157465	0.83377132	1.25
1.2157465	0.83377132	1.5049858
1.2157465	0.83377132	1.6830127
1.2157465	0.83377132	1.8309475
1.2157465	0.83377132	1.8958522
1.2157465	0.88801408	0.6690525
1.2157465	0.88801408	0.8169873
1.2157465	0.88801408	1.25
1.2157465	0.88801408	1.6830127
1.2157465	0.88801408	1.8309475
1.2157465	0.91181249	0.8169873
1.2157465	0.91181249	1.25
1.2157465	0.91181249	1.6830127
1.2157465	0.92419946	1.25
1.3794206	0.675	1.25
1.7770135	0.51622868	1.25
1.7770135	0.675	0.8169873
1.7770135	0.675	1.25
1.7770135	0.675	1.6830127
1.7770135	0.83377132	1.25
2.1921162	0.41857088	1.25
2.1921162	0.42580054	0.8169873
2.1921162	0.42580054	1.25
2.1921162	0.42580054	1.6830127
2.1921162	0.43818751	0.6690525
2.1921162	0.43818751	0.8169873
2.1921162	0.43818751	1.25
2.1921162	0.43818751	1.6830127
